meta.code,th
⤓ ตามบรรทัดล่าสุด,⤓ ตามบรรทัดล่าสุด
⤓ ล่าง,⤓ ล่าง
⤢ คืนเป็นแท็บ,⤢ คืนเป็นแท็บ
⤢ พอดีจอ,⤢ พอดีจอ
⤾ รีเซ็ตมุมมอง,⤾ รีเซ็ตมุมมอง
⦿ {0}{1} · {2} เส้น · ,⦿ {0}{1} · {2} เส้น · 
⧉ คัดลอก,⧉ คัดลอก
⧉ คัดลอกบทสนทนาทั้งหมด,⧉ คัดลอกบทสนทนาทั้งหมด
⧉ ทำซ้ำ,⧉ ทำซ้ำ
⧉ ทำสำเนา,⧉ ทำสำเนา
⧉ ลอยแผงออกมา,⧉ ลอยแผงออกมา
⬆️ ขึ้นบนสุด,⬆️ ขึ้นบนสุด
⬆ ยกไปบนสุด,⬆ ยกไปบนสุด
"⬆ ยกไปบนสุด <span style=""opacity:.55"">Ctrl+Shift+]</span>","⬆ ยกไปบนสุด <span style=""opacity:.55"">Ctrl+Shift+]</span>"
⬇️ ลงล่างสุด,⬇️ ลงล่างสุด
⬇ ส่งไปล่างสุด,⬇ ส่งไปล่างสุด
"⬇ ส่งไปล่างสุด <span style=""opacity:.55"">Ctrl+Shift+[</span>","⬇ ส่งไปล่างสุด <span style=""opacity:.55"">Ctrl+Shift+[</span>"
⬒ ซ่อนแผงทั้งหมด (เหลือแต่พื้นที่เขียน),⬒ ซ่อนแผงทั้งหมด (เหลือแต่พื้นที่เขียน)
⬒ ซ่อน/แสดงแผงทั้งหมด ({0}+\),⬒ ซ่อน/แสดงแผงทั้งหมด ({0}+\)
⬓ ซ่อนแผงฝั่งขวา ({0}+{1}+[),⬓ ซ่อนแผงฝั่งขวา ({0}+{1}+[)
⬓ ซ่อนแผงฝั่งนี้,⬓ ซ่อนแผงฝั่งนี้
⬚ เลือกไว้ {0} ชิ้น,⬚ เลือกไว้ {0} ชิ้น
⬛ รูปทรง,⬛ รูปทรง
⬛ รูปทรงตรงนี้,⬛ รูปทรงตรงนี้
⬭ วงรี,⬭ วงรี
⭐ ฉากปักหมุด ({0}),⭐ ฉากปักหมุด ({0})
⭐ บทสำคัญ (Favorite),⭐ บทสำคัญ (Favorite)
⭐ ปักหมุด,⭐ ปักหมุด
⭐ ปักหมุด: ,⭐ ปักหมุด: 
🌐 นำเข้าภาษาจาก CSV…,🌐 นำเข้าภาษาจาก CSV…
🌐 บรรยากาศรับรู้,🌐 บรรยากาศรับรู้
🌐 ส่งออกเป็นเว็บ,🌐 ส่งออกเป็นเว็บ
🌐 ส่งออกเป็น HTML สำหรับบล็อก,🌐 ส่งออกเป็น HTML สำหรับบล็อก
🌐 ส่งออกภาษาเป็น CSV (key · ไทย · อังกฤษ)…,🌐 ส่งออกภาษาเป็น CSV (key · ไทย · อังกฤษ)…
🌿 คุณสมบัติแผน — ,🌿 คุณสมบัติแผน — 
🌿 เปิดผังแตกสาย,🌿 เปิดผังแตกสาย
🌿 ผังแตกสาย,🌿 ผังแตกสาย
🌿 แผนผังแตกสาย ({0}),🌿 แผนผังแตกสาย ({0})
🎞 ข้อมูลผลงาน (ผู้เขียน · ตัวแทน · ลิขสิทธิ์)…,🎞 ข้อมูลผลงาน (ผู้เขียน · ตัวแทน · ลิขสิทธิ์)…
🎨 กระดานอารมณ์,🎨 กระดานอารมณ์
🎨 กระดานอารมณ์ (Mood Board) — เปิดเป็นแผงข้าง ๆ แล้วลากรูปมาวางได้,🎨 กระดานอารมณ์ (Mood Board) — เปิดเป็นแผงข้าง ๆ แล้วลากรูปมาวางได้
🎨 วางบนกระดานอารมณ์,🎨 วางบนกระดานอารมณ์
🎬 บทภาพยนตร์,🎬 บทภาพยนตร์
🎬 บทภาพยนตร์ → PDF (สารบัญ · หน้าปก),🎬 บทภาพยนตร์ → PDF (สารบัญ · หน้าปก)
🎬 บทภาพยนตร์ (CONTINUED · MORE),🎬 บทภาพยนตร์ (CONTINUED · MORE)
🎬 บทหนัง,🎬 บทหนัง
🎬 ส่งออกบทเป็น Final Draft (.fdx)…,🎬 ส่งออกบทเป็น Final Draft (.fdx)…
🎬 ส่งออกบทเป็น Rich Text (.rtf)…,🎬 ส่งออกบทเป็น Rich Text (.rtf)…
🎬 ส่งออกเป็น Final Draft (.fdx)…,🎬 ส่งออกเป็น Final Draft (.fdx)…
🎬 ส่งออกเป็น Rich Text (.rtf)…,🎬 ส่งออกเป็น Rich Text (.rtf)…
🎬 ใส่หน้าปกมาตรฐาน,🎬 ใส่หน้าปกมาตรฐาน
🎭 หน้ารายชื่อตัวละคร (Cast of Characters)…,🎭 หน้ารายชื่อตัวละคร (Cast of Characters)…
🎮 การตัดสินใจที่เกี่ยวกับ ,🎮 การตัดสินใจที่เกี่ยวกับ 
🎮 บันทึกการตัดสินใจไว้ {0} ครั้ง,🎮 บันทึกการตัดสินใจไว้ {0} ครั้ง
🎮 ประวัติการตัดสินใจ,🎮 ประวัติการตัดสินใจ
🎮 ประวัติการตัดสินใจ (,🎮 ประวัติการตัดสินใจ (
🏠 หน้าแรก,🏠 หน้าแรก
🏠 หน้าแรก (Home),🏠 หน้าแรก (Home)
🏷 แก้แท็ก…,🏷 แก้แท็ก…
🏷 แก้ป้ายกำกับ…,🏷 แก้ป้ายกำกับ…
🏷 จัดการสถานะฉาก,🏷 จัดการสถานะฉาก
🏷 จัดการ Visual Tags,🏷 จัดการ Visual Tags
🏷 ติดแท็ก,🏷 ติดแท็ก
🏷 แท็ก: ,🏷 แท็ก: 
🏷 แท็ก,🏷 แท็ก
🏷 แท็กทั้งหมด,🏷 แท็กทั้งหมด
🏷 หมวด: ,🏷 หมวด: 
🐉 แฟนตาซี,🐉 แฟนตาซี
👁 ดูตัวอย่าง,👁 ดูตัวอย่าง
👁 สิ่งที่เห็น,👁 สิ่งที่เห็น
👂 สิ่งที่ได้ยิน,👂 สิ่งที่ได้ยิน
👃 กลิ่น,👃 กลิ่น
👅 รสชาติ,👅 รสชาติ
👥 รายงานตัวละคร,👥 รายงานตัวละคร
👥 รายงานตัวละคร (Character Report)…,👥 รายงานตัวละคร (Character Report)…
💧 ส่งออก PDF ลายน้ำรายคน…,💧 ส่งออก PDF ลายน้ำรายคน…
💬 คอมเมนต์,💬 คอมเมนต์
💬 คอมเมนต์ตรงนี้,💬 คอมเมนต์ตรงนี้
💬 คอมเมนต์ในฉากนี้ (แผง),💬 คอมเมนต์ในฉากนี้ (แผง)
💬 คอมเมนต์ (แผง),💬 คอมเมนต์ (แผง)
💬 แผง AI ผู้ช่วยเขียน,💬 แผง AI ผู้ช่วยเขียน
💬 เพิ่ม,💬 เพิ่ม
💬 AI ผู้ช่วยเขียน,💬 AI ผู้ช่วยเขียน
💾 บันทึก,💾 บันทึก
"💾 บันทึกกระดาน ""","💾 บันทึกกระดาน """
💾 บันทึกกระดาน,💾 บันทึกกระดาน
💾 บันทึกก่อน,💾 บันทึกก่อน
"💾 บันทึกเป็น ""","💾 บันทึกเป็น """
💾 บันทึกเป็นไฟล์…,💾 บันทึกเป็นไฟล์…
📁 ตั้งหมวด…,📁 ตั้งหมวด…
📁 บท,📁 บท
📁 เปิดโฟลเดอร์ภาษา,📁 เปิดโฟลเดอร์ภาษา
📁 ผูกการ์ดกับเอกสารในโปรเจกต์,📁 ผูกการ์ดกับเอกสารในโปรเจกต์
📁 ผูกไฟล์จากโปรเจกต์…,📁 ผูกไฟล์จากโปรเจกต์…
📁 ย้ายไปอยู่ใต้…,📁 ย้ายไปอยู่ใต้…
📁 ย้ายไปอัลบั้ม,📁 ย้ายไปอัลบั้ม
📁 ย้ายไปอัลบั้ม…,📁 ย้ายไปอัลบั้ม…
📂 ชี้ตำแหน่งใน Explorer,📂 ชี้ตำแหน่งใน Explorer
📂 เปิด,📂 เปิด
📂 เปิดในโปรแกรม,📂 เปิดในโปรแกรม
📂 เปิดในโฟลเดอร์,📂 เปิดในโฟลเดอร์
📂 เปิดบท,📂 เปิดบท
📂 เปิดโฟลเดอร์แล้ว: ,📂 เปิดโฟลเดอร์แล้ว: 
📂 เปิดเล่ม,📂 เปิดเล่ม
📂 เลือกโฟลเดอร์ปลายทาง,📂 เลือกโฟลเดอร์ปลายทาง
📂 แสดงในโฟลเดอร์,📂 แสดงในโฟลเดอร์
📂 แสดงโฟลเดอร์ Images,📂 แสดงโฟลเดอร์ Images
📂 หาในดิสก์,📂 หาในดิสก์
📂 หาในดิสก์ (Find on disk),📂 หาในดิสก์ (Find on disk)
📄 {0} ฉาก · 📝 {1} คำ · 👤 {2} ตัวละคร,📄 {0} ฉาก · 📝 {1} คำ · 👤 {2} ตัวละคร
📄 {0} ฉากยังไม่ได้ตั้งสถานะ,📄 {0} ฉากยังไม่ได้ตั้งสถานะ
📄 กลับเป็นฉากปกติ (รวมตอนส่งออก),📄 กลับเป็นฉากปกติ (รวมตอนส่งออก)
📄 ฉาก,📄 ฉาก
📄 ฉากที่เปิดอยู่,📄 ฉากที่เปิดอยู่
📄 เปิด,📄 เปิด
📄 เปิด maps.json,📄 เปิด maps.json
📄 ไปที่หน้า/บท… ({0}+G),📄 ไปที่หน้า/บท… ({0}+G)
📄 หน้าปก (Title Pages)…,📄 หน้าปก (Title Pages)…
📊 กราฟบทพูดต่อหน้า,📊 กราฟบทพูดต่อหน้า
📊 กราฟบทพูดต่อหน้า (Dialogue Chart)…,📊 กราฟบทพูดต่อหน้า (Dialogue Chart)…
📊 ความคืบหน้าตามสถานะฉาก,📊 ความคืบหน้าตามสถานะฉาก
📊 ตารางฉาก,📊 ตารางฉาก
