meta.code,en
ui.dialogue.colBook,Book
ui.dialogue.colChapter,Chapter
ui.dialogue.colLine,Line
ui.dialogue.colScene,Scene
ui.dialogue.colSpeaker,Speaker
ui.dialogue.colText,Dialogue
ui.dialogue.count,Showing {0} of {1} {1|line|lines}
ui.dialogue.errDirty,This file has unsaved changes — save it first
ui.dialogue.errOpen,Could not open the scene
ui.dialogue.errRead,Could not read the file
ui.dialogue.errScan,Dialogue scan failed
ui.dialogue.errStale,The file changed — refresh and try again (nothing was overwritten)
ui.dialogue.errWrite,Could not write the file
ui.dialogue.everyone,Everyone · {0}
ui.dialogue.exportCsv,Export CSV
ui.dialogue.exported,Exported:
ui.dialogue.guessedN,{0} guessed
ui.dialogue.lineNo,line {0}
ui.dialogue.noMatch,No dialogue matches the filter
ui.dialogue.noneFound,"No dialogue found — dialogue is text in quotes, or lines under @character"
ui.dialogue.noneToExport,Nothing to export
ui.dialogue.refreshHint,Re-read all files
ui.dialogue.rowHint,Click to jump · double-click to edit
ui.dialogue.saved,Dialogue updated
ui.dialogue.scanning,Scanning dialogue…
ui.dialogue.searchPh,"Search dialogue, speaker, scene"
ui.dialogue.srcProse,Prose (quotes)
ui.dialogue.srcScript,Screenplay
ui.dialogue.sureOnly,Certain only
ui.dialogue.sureOnlyHint,Hide rows where the speaker was guessed from turn-taking
ui.dialogue.unclosedHint,Quote is not closed on this line
ui.dialogue.unknown,Unattributed
ui.dialogue.warnNames,Could not read character list
ui.dialogue.whereBack,Speaker taken from text after the quote
ui.dialogue.whereFront,Speaker taken from text before the quote
ui.dialogue.whereNone,No speaker name found
ui.dialogue.whereTag,Speaker from the @character tag
ui.dialogue.whereTurn,Guessed from turn-taking (no name on either side)
ui.dirty.dirtyRegistryProviderMust,dirty-registry: a provider must have list()
ui.dirty.notHasItemSave,No saver
ui.dirty.saveNotOk,Save failed
ui.dlg.aiNotConfigured,Not set up yet
ui.dlg.aiReadProviderFail,Couldn't read the AI provider details
ui.dlg.areaPrint,Print area {0} × 
ui.dlg.bodyStory,As body text
ui.dlg.cantDefineRowUse,"No rows defined yet — fonts follow the values on the ""Writing"" tab"
ui.dlg.change,Change
ui.dlg.changeLangDoneStart,Language changed — restart the app so every part switches over?
ui.dlg.charLine,≈ {0} {0|character|characters}/line (approx.)
ui.dlg.compareRight,Compare on the right
ui.dlg.defineRange,Custom range…
ui.dlg.descUnderGraph,The caption under the chart will be: 
ui.dlg.egTHSarabunNew,e.g. TH Sarabun New
ui.dlg.elementPrevEnter,Go to the next element
ui.dlg.exportFileCSV,Export translation file (CSV)
ui.dlg.exportTableLangLang,"Export the translation table for which language (language code, e.g. en, ja)"
ui.dlg.exportTableRow,"Exported the translation table, {0} {0|row|rows} → {1}"
ui.dlg.fontDefaultProse,Default — Garamond
ui.dlg.fontDefaultSp,Default — Courier Prime (script)
ui.dlg.fontFromMachine,From this computer
ui.dlg.fontFromMachineHint,Pick from the fonts installed on this computer
ui.dlg.fontFromSystemTag, (system)
ui.dlg.fontMachineWarn,"Note: a font taken from this computer lives only here — open the project elsewhere and it may be missing. Prefer ""Import font"" so the file travels with the project."
ui.dlg.fontSameAsBody,Same as body text
ui.dlg.fontSampleHint,Preview of the selected font — type your own text (not saved)
ui.dlg.fontSamplePh,Type to preview the font
ui.dlg.fontSampleText,The quick brown fox · ตัวอย่างข้อความภาษาไทย ๑๒๓ 123
ui.dlg.fontSizeAdjustHint,Scale glyphs to fit the line box (100 = original; Thai in screenplays uses 85)
ui.dlg.fontTargetAll,Both modes
ui.dlg.fontTargetHint,Which mode this row applies to
ui.dlg.fontTargetProse,Novel
ui.dlg.fontTargetSp,Screenplay
ui.dlg.importFontF,Imported font {0} — choose the character range to use it for
ui.dlg.importFontFail,Font import failed
ui.dlg.importFontNotOk,Could not import the font
ui.dlg.inch,{0} in · 
ui.dlg.iNTNightSceneOne,INT. ห้องนอน — กลางคืน / ที่นี่คือฉากที่หนึ่ง ABC 123
ui.dlg.langProgress,Translated {0} of {1} {1|string|strings} ({2}%)
ui.dlg.langReadNameFile,Languages are read from the file name in the languages folder — drop in another k2_xx.csv (e.g. k2_ja.csv) and restart; no installation needed
ui.dlg.linePage,{0} {0|line|lines}/page
ui.dlg.linePage2,≈ {0} {0|line|lines}/page · 
ui.dlg.loadFileLangNew,Language files reloaded
ui.dlg.loadFileLangNew2,Reload language files
ui.dlg.notFoundFont,No matching font
ui.dlg.notHasFolderLang,"No language folder yet — press ""Export translation file"" to create a starting file first"
ui.dlg.notHasRowPress,"(no rows yet — press ""Add row"")"
ui.dlg.openFolderLang,Open the language folder
ui.dlg.openFolderLangCant,Cannot open the language folder
ui.dlg.openVersionPairFile,Open this version side by side with the current file
ui.dlg.pressBtnNeed,Press the key you want…
ui.dlg.project, (project)
ui.dlg.restoreDefault,Restore defaults
ui.dlg.saveSettingsFail,Failed to save the settings
ui.dlg.searchFileLang,Where language files are looked for: 
ui.dlg.searchFontName,Type a font name to search
ui.dlg.setCustom,— Custom —
ui.dlg.settingsFactory,Factory reset
ui.dlg.settingsFactoryAsk,Reset every setting to the program defaults? (The current values are kept so you can revert.)
ui.dlg.settingsFactoryDone,Reset to factory defaults
ui.dlg.settingsFactoryHint,Restore all defaults — the old values stay revertable
ui.dlg.settingsNoProject,No project open — showing user-level settings only (they apply to every project).
ui.dlg.settingsPrevFail,Could not snapshot previous settings
ui.dlg.settingsRevert,Revert to previous
ui.dlg.settingsRevertAsk,Revert settings to the set saved before the last save?
ui.dlg.settingsReverted,Settings reverted
ui.dlg.settingsRevertHint,Go back to the values saved before the latest save
ui.dlg.theme,Theme
ui.dlg.togglePagePrevTab,Cycle element type forward
ui.dlg.toggleUndoPrevShift,Cycle element type backward
ui.dlg.useFontPrintName,— Installed font (type its name) —
ui.dlg.useRow,Use this row
ui.dlg.useRowSampleEnglish,Using {0} {0|row|rows} — preview:
ui.dlg.warnToolbarPage,Could not build the toolbar settings page
ui.dlgb.actDelete,Delete this line
ui.dlgb.actEdit,Edit text
ui.dlgb.actInsert,Insert at cursor
ui.dlgb.actReroll,Regenerate this line
ui.dlgb.addPreset,+ New cast
ui.dlgb.addToCast,Add to cast
ui.dlgb.backToList,Back to session list
ui.dlgb.badge,{0} {0|line|lines} · {1} {1|token|tokens}
ui.dlgb.badgeTip,{0} {0|call|calls} · in {1} · out {2} · {3}s total
ui.dlgb.blurbPh,One-line blurb — this is all the other characters get to see
ui.dlgb.blurbTip,"The other characters in the room see only this line, never this character's full sheet"
ui.dlgb.castCount,Characters in this cast ({0}/{1})
ui.dlgb.castFull,At most {0} {0|character|characters}
ui.dlgb.castTitle,Cast: {0}
ui.dlgb.confirmClear,Clear every line in this session?
ui.dlgb.confirmDelete,"Delete the session ""{0}""?"
ui.dlgb.confirmDeletePreset,"Delete the cast ""{0}""?"
ui.dlgb.copySuffix,​ (copy)
ui.dlgb.create,Create
ui.dlgb.delete,Delete
ui.dlgb.director,Director
ui.dlgb.directorPh,e.g. the lights go out
ui.dlgb.directorTip,Drop an event into the scene (lights out · a knock at the door)
ui.dlgb.directorTitle,What happens
ui.dlgb.duplicated,Session duplicated
ui.dlgb.edit,Edit
ui.dlgb.elapsed, · {0}s
ui.dlgb.emptyReply,The model returned nothing
ui.dlgb.errDelete,Could not delete the session file
ui.dlgb.errReadPresets,Could not read cast presets
ui.dlgb.errReadSession,Could not read session: 
ui.dlgb.errSaveSession,Could not save the session
ui.dlgb.errSend,The AI call failed
ui.dlgb.genFromWiki,⟳ Build sheet from Wiki
ui.dlgb.hideArchived,Hide archived
ui.dlgb.inputPh,Leave blank to let the AI speak · type to make this line yours (costs no tokens)
ui.dlgb.inserted,Line inserted into the scene
ui.dlgb.insertedInto,Inserted into: {0}
ui.dlgb.keepTalking,Keep talking
ui.dlgb.keepTalkingTip,Let the same character speak one more line
ui.dlgb.lenLabel,Length
ui.dlgb.makePreset,Create / edit casts
ui.dlgb.managePresets,Cast presets
ui.dlgb.mArchive,Archive
ui.dlgb.mClearTurns,Clear all dialogue
ui.dlgb.mDelete,Delete session
ui.dlgb.mDuplicate,Duplicate
ui.dlgb.mEditCast,Edit this session's cast
ui.dlgb.mEditSituation,Edit the situation
ui.dlgb.mInsertAll,Insert the whole session
ui.dlgb.modeLabel,Calls
ui.dlgb.modelLabel,Model
ui.dlgb.modelThinking,Model thinking
ui.dlgb.monoTag,monologue
ui.dlgb.monoTip,Let the selected character speak a monologue — an inner voice the others never hear
ui.dlgb.mRename,Rename
ui.dlgb.mSaveAsPreset,Save this cast as a preset
ui.dlgb.mUnarchive,Unarchive
ui.dlgb.needPreset,Pick a cast first
ui.dlgb.needSpeaker,No speaker selected
ui.dlgb.newSession,+ New session
ui.dlgb.nInserted,{0} inserted
ui.dlgb.noCast,No characters in this cast yet
ui.dlgb.noEditor,Open the scene first and put the cursor where you want the line
ui.dlgb.noMatch,No session matches that search
ui.dlgb.noPresetYet,No cast presets yet
ui.dlgb.noProvider,No AI provider configured
ui.dlgb.noSession,"No sessions yet — press ""New session"" to start"
ui.dlgb.nothingToInsert,There is nothing to insert yet
ui.dlgb.noWikiChars,"No Wiki characters yet — create them in the Wiki, then come back"
ui.dlgb.nTurns,{0} {0|line|lines}
ui.dlgb.openProjectFirst,Open a project first
ui.dlgb.overrideTitle,Model and parameters for this character
ui.dlgb.parenLabel,Parentheticals
ui.dlgb.personaPh,"Character sheet — plain language is fine, e.g. You are Tora. You speak in short clipped lines and hate explaining yourself."
ui.dlgb.pickFromWiki,— pick from Wiki —
ui.dlgb.pickPreset,Pick a cast
ui.dlgb.policyLabel,Turn order
ui.dlgb.presetNameAsk,Name this cast
ui.dlgb.presetSaved,Cast preset saved
ui.dlgb.pressSendToStart,Just press Send — no need to type. The AI will play the characters you picked.
ui.dlgb.providerLabel,Provider
ui.dlgb.relCallPh,calls them
ui.dlgb.relHint,"Leave blank to use the Wiki · fill it in when this scene differs (Wiki says boss, this scene says lovers)"
ui.dlgb.relHowPh,relationship in this scene
ui.dlgb.relPair,{0} sees {1} as
ui.dlgb.relSection,Relationships in this scene
ui.dlgb.removeFromCast,Remove from cast
ui.dlgb.searchPh,Search sessions…
ui.dlgb.selfPronPh,self pronoun
ui.dlgb.selfPronTip,The pronoun this character uses for themselves — locked so the model cannot switch mid-conversation
ui.dlgb.send,Send
ui.dlgb.sending,Talking…
ui.dlgb.showArchived,Show archived
ui.dlgb.situationLabel,What is happening right now
ui.dlgb.situationPh,"e.g. the whole group is drinking at the beer garden after work, the rain just stopped"
ui.dlgb.speaksTo,speaks to
ui.dlgb.stopHint,Cancel the in-flight request
ui.dlgb.thinking,Thinking…
ui.dlgb.titleAutoPh,Leave blank to name it from the situation
ui.dlgb.titleLabel,Session name
ui.dlgb.toWhom,→ {0}
ui.dlgb.unknown,Unknown
ui.dlgb.untitledRow,Untitled session
ui.dlgb.useProjectProvider,Project default
ui.dlgb.useProviderModel,Provider default
ui.dlgb.useProviderValue,Provider default
ui.dlgb.viewNormal,Now showing dialogue only — click to expand every model thought
ui.dlgb.viewThinking,Model thoughts expanded — click to collapse
ui.dlgb.wikiNotFound,That character was not found in the Wiki
ui.dlgBuilder.aiPick,Let AI choose
ui.dlgBuilder.batchFormat,"Format: a line with @CharacterName, then the dialogue on the next line, with a blank line between speakers. No scene headings, no action lines."
ui.dlgBuilder.batchSystem,You are a screenwriter. Write natural dialogue that matches each character's personality.
ui.dlgBuilder.batchWrite,Continue this conversation for another {0} {0|line|lines}
ui.dlgBuilder.cueMonologue,You are alone now and no one can hear you — speak your thoughts aloud to yourself.
ui.dlgBuilder.cueYourTurn,Your turn — speak to {0}
ui.dlgBuilder.everyone,everyone
ui.dlgBuilder.headCast,— Cast —
ui.dlgBuilder.headOthers,— Others present (as far as you know them) —
ui.dlgBuilder.headPronoun,— Pronouns you must use (never switch mid-conversation) —
ui.dlgBuilder.headRecent,— Recent dialogue —
ui.dlgBuilder.headRels,— Relationships in this scene —
ui.dlgBuilder.headRules,— Reply rules —
ui.dlgBuilder.headSituation,— Situation —
ui.dlgBuilder.heardDirector,[event] {0}
ui.dlgBuilder.heardMono,{0} (inner voice): {1}
ui.dlgBuilder.lenLong,Long
ui.dlgBuilder.lenLongRule,"Up to 4 sentences, but still spoken dialogue — never a narrated paragraph"
ui.dlgBuilder.lenMedium,Medium
ui.dlgBuilder.lenMediumRule,Answer in 1-2 sentences
ui.dlgBuilder.lenShort,Short
ui.dlgBuilder.lenShortRule,Answer with a single short sentence
ui.dlgBuilder.modeBatch,All at once
ui.dlgBuilder.modeBatchHint,"One call returns many lines, much cheaper, but every character shares one model"
ui.dlgBuilder.modeEach,One at a time
ui.dlgBuilder.modeEachHint,"One call per line — per-character models work, stays in character best"
ui.dlgBuilder.monoParen,to himself
ui.dlgBuilder.personaYouAre,You are {0}
ui.dlgBuilder.pickAnswerOnlyName,"Answer with the character name only, nothing else"
ui.dlgBuilder.pickAsk,"From the dialogue below, which character has the strongest reason to speak next? Choose from:"
ui.dlgBuilder.pickSystem,You are the director. Choose which character should speak next.
ui.dlgBuilder.policyAi,Let AI choose
ui.dlgBuilder.policyAiHint,Let the model decide who has a reason to speak next
ui.dlgBuilder.policyManual,Manual
ui.dlgBuilder.policyManualHint,Never advance the pickers — choose every turn yourself
ui.dlgBuilder.policyPingPong,Back and forth
ui.dlgBuilder.policyPingPongHint,"A speaks to B, then B answers A — best for two characters"
ui.dlgBuilder.policyRandom,Random speaker
ui.dlgBuilder.policyRandomHint,"Pick a random next speaker, never the one who just spoke"
ui.dlgBuilder.policyRound,Round robin
ui.dlgBuilder.policyRoundHint,"Follow the cast order, speaking to everyone — best for 3-5 characters"
ui.dlgBuilder.pronOther,"calls {0} ""{1}"""
ui.dlgBuilder.pronSelf,"refers to self as ""{0}"""
ui.dlgBuilder.randomPick,Random
ui.dlgBuilder.ruleMonoAlone,Nobody else is present and nobody can hear you — do not address anyone or expect an answer.
ui.dlgBuilder.ruleMonoInner,"Speak as your own running thoughts — what you feel, doubt, or are deciding inside your head."
ui.dlgBuilder.ruleNoName,"Never prefix your own name, and never speak for anyone else"
ui.dlgBuilder.ruleNoNarrate,Never narrate the scene or explain what is happening — speak only
ui.dlgBuilder.ruleOnlyMe,Reply only as {0}
ui.dlgBuilder.ruleParenOff,Never add parentheses describing emotion or action
ui.dlgBuilder.ruleParenOn,You may prefix a short emotion or action in parentheses when needed
ui.dlgBuilder.sceneOpen,The scene begins: {0}
ui.dlgBuilder.sceneOpenBare,The scene begins
ui.dlgBuilder.selfMono,monologue
ui.dlgBuilder.unknownName,Unknown
ui.dlgBuilder.untitled,Untitled
ui.doctor.allGood,No problems found — the index matches every file
ui.doctor.badgeTip,"{0} project {0|problem|problems} found (missing files · duplicate rows · broken headers, etc.) — click to review and fix"
ui.doctor.confirmFix,Repair the {0} selected {0|issue|issues}?
ui.doctor.fixAttachRow,Attach it as a scene in this chapter
ui.doctor.fixCreateFile,Create an empty file
ui.doctor.fixedN,Repaired {0} · failed {1}
ui.doctor.fixFail,Repair failed: 
ui.doctor.fixMkdir,Create the folder
